"a_Name","actual","fit","resid","mad","mape","p"
"Acadia Healthcare Company, Inc. (TN)",712716999.999999,676483063.870659,-36233936.1293398,228403419.637227,0.113261033113517,0.886738966886483
"Acadia Healthcare Company, Inc. (TN)",1004409000,1014775549.57644,10366549.5764365,228403419.637227,0.113261033113517,0.886738966886483
"Acadia Healthcare Company, Inc. (TN)",1794603000,1534601110.87889,-260001889.12111,228403419.637227,0.113261033113517,0.886738966886483
"Acadia Healthcare Company, Inc. (TN)",2810914000,2339933539.31586,-470980460.684138,228403419.637227,0.113261033113517,0.886738966886483
"Acadia Healthcare Company, Inc. (TN)",2836316000,3598035859.99855,761719859.998546,228403419.637227,0.113261033113517,0.886738966886483
"Adena Health System (OH)",350233565,350233564.999912,-8.83340835571289e-05,8350807.41541356,0.0188537421966091,0.981146257803391
"Adena Health System (OH)",407184108,405502400.573281,-1681707.42671931,8350807.41541356,0.0188537421966091,0.981146257803391
"Adena Health System (OH)",424429547.000001,417474998.312752,-6954548.68724853,8350807.41541356,0.0188537421966091,0.981146257803391
"Adena Health System (OH)",433865240,429819451.486231,-4045788.51376879,8350807.41541356,0.0188537421966091,0.981146257803391
"Adena Health System (OH)",421482179,442547853.615407,21065674.6154072,8350807.41541356,0.0188537421966091,0.981146257803391
"Adena Health System (OH)",448019371.000001,455672708.541124,7653337.54112363,8350807.41541356,0.0188537421966091,0.981146257803391
"Adena Health System (OH)",486261540,469206944.876461,-17054595.1235391,8350807.41541356,0.0188537421966091,0.981146257803391
"Adventist Health System (FL)",7037474000,7037474000.00175,0.00175094604492188,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health System (FL)",7341913000,7256695845.54772,-85217154.4522762,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health System (FL)",7675661000.00001,7802643230.61443,126982230.614421,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health System (FL)",8431502999.99999,8391608670.81169,-39894329.1882963,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health System (FL)",8984783999.99999,9027129284.96277,42345284.9627781,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health System (FL)",9741248000.00001,9713044764.31804,-28203235.6819687,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health System (FL)",10473521000,10453524230.4389,-19996769.5610943,48948429.2089408,0.00605707425473949,0.993942925745261
"Adventist Health West (CA)",2653309000,2653308999.99972,-0.000273227691650391,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist Health West (CA)",2925548000,2882082586.27901,-43465413.7209926,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist Health West (CA)",3052099000,3100672741.96785,48573741.9678516,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist Health West (CA)",3262863000,3336660360.2076,73797360.2076006,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist Health West (CA)",3688972000,3591492721.55164,-97479278.4483595,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist Health West (CA)",3875467999.99999,3866742540.48273,-8725459.51726532,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist Health West (CA)",4140357000.00001,4164119260.43071,23762260.4307022,42257644.8990064,0.0125435095512477,0.987456490448752
"Adventist HealthCare (MD)",755597036.999999,755597037.00027,0.000271081924438477,5456704.45863358,0.00779652820027776,0.992203471799722
"Adventist HealthCare (MD)",657047960,646531033.585961,-10516926.414039,5456704.45863358,0.00779652820027776,0.992203471799722
"Adventist HealthCare (MD)",671743261.999999,676572531.572197,4829269.57219768,5456704.45863358,0.00779652820027776,0.992203471799722
"Adventist HealthCare (MD)",694072835.999999,708081923.442211,14009087.4422117,5456704.45863358,0.00779652820027776,0.992203471799722
"Adventist HealthCare (MD)",741070083,741134298.201536,64215.2015360594,5456704.45863358,0.00779652820027776,0.992203471799722
"Adventist HealthCare (MD)",782418240.000001,775808751.662059,-6609488.33794272,5456704.45863358,0.00779652820027776,0.992203471799722
"Adventist HealthCare (MD)",814356553.000001,812188608.757764,-2167944.24223673,5456704.45863358,0.00779652820027776,0.992203471799722
"Advocate Aurora Health",8350276999.99999,8350277000.00758,0.00759410858154297,209666431.566359,0.0198290307525343,0.980170969247466
"Advocate Aurora Health",9215256999.99999,9062997679.23598,-152259320.764009,209666431.566359,0.0198290307525343,0.980170969247466
"Advocate Aurora Health",9691286000.00001,9556730329.49968,-134555670.500336,209666431.566359,0.0198290307525343,0.980170969247466
"Advocate Aurora Health",10012265000,10078597327.1823,66332327.1822834,209666431.566359,0.0198290307525343,0.980170969247466
"Advocate Aurora Health",10051005000,10630269631.89,579264631.890038,209666431.566359,0.0198290307525343,0.980170969247466
"Advocate Aurora Health",11142038000,11213521336.5815,71483336.5814857,209666431.566359,0.0198290307525343,0.980170969247466
"Advocate Aurora Health",12294006000,11830236265.9612,-463769734.038769,209666431.566359,0.0198290307525343,0.980170969247466
"Agnesian HealthCare (WI)",374316000,374316000.000042,4.25577163696289e-05,2922350.83284447,0.00656968481209686,0.993430315187903
"Agnesian HealthCare (WI)",398592000,399896509.730655,1304509.73065484,2922350.83284447,0.00656968481209686,0.993430315187903
"Agnesian HealthCare (WI)",420133000.000001,416738529.87086,-3394470.1291402,2922350.83284447,0.00656968481209686,0.993430315187903
"Agnesian HealthCare (WI)",428599000,434327184.175941,5728184.17594081,2922350.83284447,0.00656968481209686,0.993430315187903
"Agnesian HealthCare (WI)",456731000.000001,452697152.132688,-4033847.86731243,2922350.83284447,0.00656968481209686,0.993430315187903
"Agnesian HealthCare (WI)",474734000,471884794.57285,-2849205.42715085,2922350.83284447,0.00656968481209686,0.993430315187903
"Agnesian HealthCare (WI)",488782000.000001,491928238.49967,3146238.49966961,2922350.83284447,0.00656968481209686,0.993430315187903
"Albany Medical Center Hospital (NY)",874404000,874403999.99987,-0.000130414962768555,24944850.1310703,0.0217019328695021,0.978298067130498
"Albany Medical Center Hospital (NY)",951756999.999999,919671247.038222,-32085752.9617771,24944850.1310703,0.0217019328695021,0.978298067130498
"Albany Medical Center Hospital (NY)",983580000,1011327620.87682,27747620.8768159,24944850.1310703,0.0217019328695021,0.978298067130498
"Albany Medical Center Hospital (NY)",1107907000,1112605092.28336,4698092.28336,24944850.1310703,0.0217019328695021,0.978298067130498
"Albany Medical Center Hospital (NY)",1172055000,1224562644.30425,52507644.3042531,24944850.1310703,0.0217019328695021,0.978298067130498
"Albany Medical Center Hospital (NY)",1405926000,1348381042.16602,-57544957.8339825,24944850.1310703,0.0217019328695021,0.978298067130498
"Albany Medical Center Hospital (NY)",1485407304,1485377421.34283,-29882.6571733952,24944850.1310703,0.0217019328695021,0.978298067130498
"Allina Health (MN)",3098239000,3098239000.00066,0.000660419464111328,62824461.359242,0.0163321267525291,0.983667873247471
"Allina Health (MN)",3350820000,3363416613.85683,12596613.8568282,62824461.359242,0.0163321267525291,0.983667873247471
"Allina Health (MN)",3613583000,3509835134.69188,-103747865.308118,62824461.359242,0.0163321267525291,0.983667873247471
"Allina Health (MN)",3604628000,3662930830.41174,58302830.4117417,62824461.359242,0.0163321267525291,0.983667873247471
"Allina Health (MN)",3778391999.99999,3823021466.51218,44629466.5121841,62824461.359242,0.0163321267525291,0.983667873247471
"Allina Health (MN)",3889043000,3990440539.76783,101397539.767828,62824461.359242,0.0163321267525291,0.983667873247471
"Allina Health (MN)",4284635000,4165538086.34267,-119096913.657333,62824461.359242,0.0163321267525291,0.983667873247471
"Altru Health System (ND)",413294306.000001,413294306.000074,7.34329223632812e-05,3711301.49632938,0.00728279524050332,0.992717204759497
"Altru Health System (ND)",454872382.000001,452239343.790644,-2633038.20935649,3711301.49632938,0.00728279524050332,0.992717204759497
"Altru Health System (ND)",467728210,473839765.79569,6111555.79569018,3711301.49632938,0.00728279524050332,0.992717204759497
"Altru Health System (ND)",494461079.000001,496526127.131578,2065048.13157713,3711301.49632938,0.00728279524050332,0.992717204759497
"Altru Health System (ND)",528611063,520355628.163907,-8255434.83609307,3711301.49632938,0.00728279524050332,0.992717204759497
"Altru Health System (ND)",547564381.000001,545388614.266418,-2175766.73358214,3711301.49632938,0.00728279524050332,0.992717204759497
"Altru Health System (ND)",566950488.999999,571688755.767932,4738266.76793325,3711301.49632938,0.00728279524050332,0.992717204759497
"AnMed Health (SC)",379199202,379199202.010738,0.0107384324073792,25622090.2041636,0.0485798921971432,0.951420107802857
"AnMed Health (SC)",574911063,529994557.960638,-44916505.0393617,25622090.2041636,0.0485798921971432,0.951420107802857
"AnMed Health (SC)",531340813,529811566.17485,-1529246.82515067,25622090.2041636,0.0485798921971432,0.951420107802857
"AnMed Health (SC)",486537375,529628640.776988,43091265.7769879,25622090.2041636,0.0485798921971432,0.951420107802857
"AnMed Health (SC)",486478047,529445781.618646,42967734.618646,25622090.2041636,0.0485798921971432,0.951420107802857
"AnMed Health (SC)",532222474,529262988.674827,-2959485.32517356,25622090.2041636,0.0485798921971432,0.951420107802857
"AnMed Health (SC)",572970656,529080262.166913,-43890393.8330869,25622090.2041636,0.0485798921971432,0.951420107802857
"Anne Arundel Health System (MD)",559595000.000001,559594999.999685,-0.000316023826599121,20147155.9803547,0.0348637755293717,0.965136224470628
"Anne Arundel Health System (MD)",509197000,548764032.47266,39567032.4726598,20147155.9803547,0.0348637755293717,0.965136224470628
"Anne Arundel Health System (MD)",612608000,567241654.284021,-45366345.7159789,20147155.9803547,0.0348637755293717,0.965136224470628
"Anne Arundel Health System (MD)",613562000.000001,586373399.324443,-27188600.6755579,20147155.9803547,0.0348637755293717,0.965136224470628
"Anne Arundel Health System (MD)",587286000,606183504.636747,18897504.6367475,20147155.9803547,0.0348637755293717,0.965136224470628
"Anne Arundel Health System (MD)",622479000.000001,626697143.801088,4218143.80108678,20147155.9803547,0.0348637755293717,0.965136224470628
"Anne Arundel Health System (MD)",642147999.999999,647940464.560135,5792464.56013608,20147155.9803547,0.0348637755293717,0.965136224470628
"Antelope Valley Healthcare District (CA)",361141748,361141747.999835,-0.000164270401000977,7955553.91938978,0.0206284782886818,0.979371521711318
"Antelope Valley Healthcare District (CA)",350212135,338837770.841035,-11374364.1589647,7955553.91938978,0.0206284782886818,0.979371521711318
"Antelope Valley Healthcare District (CA)",354261336.000001,357007382.928537,2746046.92853642,7955553.91938978,0.0206284782886818,0.979371521711318
"Antelope Valley Healthcare District (CA)",359819361,376203568.158799,16384207.1587984,7955553.91938978,0.0206284782886818,0.979371521711318
"Antelope Valley Healthcare District (CA)",400512860,396487148.729582,-4025711.27041823,7955553.91938978,0.0206284782886818,0.979371521711318
"Antelope Valley Healthcare District (CA)",409729195,417922711.240654,8193516.24065429,7955553.91938978,0.0206284782886818,0.979371521711318
"Antelope Valley Healthcare District (CA)",453543881,440578849.321808,-12965031.6781921,7955553.91938978,0.0206284782886818,0.979371521711318
"Archbold Medical Center (GA)",303391336,303391336.000014,1.40070915222168e-05,5099257.48382482,0.0145179458789977,0.985482054121002
"Archbold Medical Center (GA)",335581343,329186731.313474,-6394611.686526,5099257.48382482,0.0145179458789977,0.985482054121002
"Archbold Medical Center (GA)",336804524,337545722.834304,741198.834303916,5099257.48382482,0.0145179458789977,0.985482054121002
"Archbold Medical Center (GA)",338775341,346128070.267045,7352729.26704448,5099257.48382482,0.0145179458789977,0.985482054121002
"Archbold Medical Center (GA)",345426011,354940024.490376,9514013.49037683,5099257.48382482,0.0145179458789977,0.985482054121002
"Archbold Medical Center (GA)",375679737.999999,363988018.90366,-11691719.0963398,5099257.48382482,0.0145179458789977,0.985482054121002
"Archbold Medical Center (GA)",373279205.000001,373278674.987832,-530.012168705463,5099257.48382482,0.0145179458789977,0.985482054121002
"Asante Health System (OR)",487681000.000001,487681000.000148,0.00014728307723999,17293820.5507007,0.024786797802855,0.975213202197145
"Asante Health System (OR)",585369999.999999,567844428.35979,-17525571.6402096,17293820.5507007,0.024786797802855,0.975213202197145
"Asante Health System (OR)",593207000,618702927.810895,25495927.8108947,17293820.5507007,0.024786797802855,0.975213202197145
"Asante Health System (OR)",683943000.000001,674362635.529805,-9580364.47019601,17293820.5507007,0.024786797802855,0.975213202197145
"Asante Health System (OR)",710963000,735299088.825061,24336088.8250612,17293820.5507007,0.024786797802855,0.975213202197145
"Asante Health System (OR)",836690000,802037055.986082,-34652944.0139179,17293820.5507007,0.024786797802855,0.975213202197145
"Asante Health System (OR)",865690000,875155847.094479,9465847.09447825,17293820.5507007,0.024786797802855,0.975213202197145
"Ascension Health (MO)",16507189000,16507189000.0072,0.00721359252929688,798113726.214245,0.0415578887125838,0.958442111287416
"Ascension Health (MO)",15648533000,16952856198.4326,1304323198.43254,798113726.214245,0.0415578887125838,0.958442111287416
"Ascension Health (MO)",19215489000,18149948648.1284,-1065540351.87158,798113726.214245,0.0415578887125838,0.958442111287416
"Ascension Health (MO)",21197747000,19435412557.6014,-1762334442.39856,798113726.214245,0.0415578887125838,0.958442111287416
"Ascension Health (MO)",20330869000,20816044929.7875,485175929.78754,798113726.214245,0.0415578887125838,0.958442111287416
"Ascension Health (MO)",21378714000,22299185905.3805,920471905.380474,798113726.214245,0.0415578887125838,0.958442111287416
"Ascension Health (MO)",23941714000,23892763744.3782,-48950255.6218033,798113726.214245,0.0415578887125838,0.958442111287416
"Augusta Healthcare (VA)",262546228,262546228.000159,0.000158578157424927,8589344.04778289,0.0288167129969269,0.971183287003073
"Augusta Healthcare (VA)",294691101,283267694.219378,-11423406.7806218,8589344.04778289,0.0288167129969269,0.971183287003073
"Augusta Healthcare (VA)",279979610,289952845.303514,9973235.30351466,8589344.04778289,0.0288167129969269,0.971183287003073
"Augusta Healthcare (VA)",303448067.999999,296804064.428066,-6644003.57193381,8589344.04778289,0.0288167129969269,0.971183287003073
"Augusta Healthcare (VA)",286693670,303825673.361723,17132003.3617232,8589344.04778289,0.0288167129969269,0.971183287003073
"Augusta Healthcare (VA)",308695791,311022111.250565,2326320.25056487,8589344.04778289,0.0288167129969269,0.971183287003073
"Augusta Healthcare (VA)",331024377,318397937.934037,-12626439.0659633,8589344.04778289,0.0288167129969269,0.971183287003073
"Banner Health (AZ)",4510241999.99999,4510242000.00007,8.0108642578125e-05,216696207.571388,0.0368261047296799,0.96317389527032
"Banner Health (AZ)",5177297999.99999,4994214763.6551,-183083236.344895,216696207.571388,0.0368261047296799,0.96317389527032
"Banner Health (AZ)",5676299000,5523899232.04309,-152399767.956912,216696207.571388,0.0368261047296799,0.96317389527032
"Banner Health (AZ)",5392938000,6112542553.72666,719604553.726652,216696207.571388,0.0368261047296799,0.96317389527032
"Banner Health (AZ)",6947305000.00001,6767005826.21,-180299173.790005,216696207.571388,0.0368261047296799,0.96317389527032
"Banner Health (AZ)",7772892999.99999,7494982239.10725,-277910760.892746,216696207.571388,0.0368261047296799,0.96317389527032
"Banner Health (AZ)",8301526000,8305101960.28843,3575960.28842449,216696207.571388,0.0368261047296799,0.96317389527032
"Baptist Health (AR)",852042000.000001,852042000.000122,0.000121116638183594,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health (AR)",867181000,854215954.520078,-12965045.4799212,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health (AR)",878991000,900083824.241923,21092824.241923,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health (AR)",969565000.000001,948540777.764079,-21024222.2359228,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health (AR)",983798999.999999,999739778.948835,15940778.9488367,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health (AR)",1039580000,1053843216.94799,14263216.9479884,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health (AR)",1129502000,1111023510.15428,-18478489.8457239,14823511.1000624,0.0152735607034024,0.984726439296598
"Baptist Health Care Corporation (FL)",623282000,623281999.999973,-2.65836715698242e-05,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health Care Corporation (FL)",647533999.999999,646755608.762699,-778391.2372998,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health Care Corporation (FL)",697312999.999999,679944027.450434,-17368972.5495648,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health Care Corporation (FL)",709190000,714923759.495983,5733759.49598277,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health Care Corporation (FL)",719931000,751796046.122396,31865046.1223959,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health Care Corporation (FL)",794228000.000001,790668098.481169,-3559901.51883185,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health Care Corporation (FL)",848884000.000001,831653463.819415,-17230536.180586,10933801.0149554,0.0147481132471118,0.985251886752888
"Baptist Health South Florida",2249475420,2249475420.00087,0.000863075256347656,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health South Florida",2289282822,2255433899.23087,-33848922.7691278,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health South Florida",2376363456,2327668249.7094,-48695206.2905974,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health South Florida",2459697456,2402326888.33684,-57370567.6631565,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health South Florida",2201224210,2479494741.16111,278270531.161111,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health South Florida",2586781431,2559259829.51911,-27521601.480886,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health South Florida",2774846979,2641713387.16924,-133133591.830759,82691488.7423572,0.0348051192427573,0.965194880757243
"Baptist Health System, Inc. FL",1111921000,1111921000.00032,0.000319957733154297,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Health System, Inc. FL",1297927000,1264272128.46374,-33654871.5362566,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Health System, Inc. FL",1327826000,1353439486.45975,25613486.4597459,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Health System, Inc. FL",1436652000,1449216841.98693,12564841.9869292,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Health System, Inc. FL",1504615000,1552117036.4149,47502036.4148946,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Health System, Inc. FL",1720572000,1662694410.7204,-57877589.2796068,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Health System, Inc. FL",1778917000,1781548297.84776,2631297.84775472,25692017.6465011,0.0172362919587194,0.982763708041281
"Baptist Healthcare System, Inc. and Affiliates (KY)",1615734000,1615733999.99971,-0.00028681755065918,86279196.2690051,0.0400778017060181,0.959922198293982
"Baptist Healthcare System, Inc. and Affiliates (KY)",1707699000,1790069986.8221,82370986.8220971,86279196.2690051,0.0400778017060181,0.959922198293982
"Baptist Healthcare System, Inc. and Affiliates (KY)",2090736000,1936415191.48463,-154320808.515363,86279196.2690051,0.0400778017060181,0.959922198293982
"Baptist Healthcare System, Inc. and Affiliates (KY)",2156494000,2095331930.87247,-61162069.127532,86279196.2690051,0.0400778017060181,0.959922198293982
"Baptist Healthcare System, Inc. and Affiliates (KY)",2127714000,2267950261.99588,140236261.99588,86279196.2690051,0.0400778017060181,0.959922198293982
"Baptist Healthcare System, Inc. and Affiliates (KY)",2384410000,2455506176.8703,71096176.8703017,86279196.2690051,0.0400778017060181,0.959922198293982
"Baptist Healthcare System, Inc. and Affiliates (KY)",2754120000,2659351929.44843,-94768070.5515752,86279196.2690051,0.0400778017060181,0.959922198293982
"Baxter Regional Health System (AR)",153588073,153588072.999975,-2.50935554504395e-05,4414670.02189089,0.0250183129014797,0.97498168709852
"Baxter Regional Health System (AR)",164513485,157970825.872921,-6542659.12707889,4414670.02189089,0.0250183129014797,0.97498168709852
"Baxter Regional Health System (AR)",159520791,165216238.266543,5695447.26654339,4414670.02189089,0.0250183129014797,0.97498168709852
"Baxter Regional Health System (AR)",174519779,172812373.815971,-1707405.18402889,4414670.02189089,0.0250183129014797,0.97498168709852
"Baxter Regional Health System (AR)",173935848,180777059.159666,6841211.15966579,4414670.02189089,0.0250183129014797,0.97498168709852
"Baxter Regional Health System (AR)",186515995,189129068.497287,2613073.49728701,4414670.02189089,0.0250183129014797,0.97498168709852
"Baxter Regional Health System (AR)",205391070,197888176.081393,-7502893.91860718,4414670.02189089,0.0250183129014797,0.97498168709852
"Bay Health Medical Center (DE)",462163961,462163960.999934,-6.56843185424805e-05,14882215.9800186,0.0279835676810024,0.972016432318998
"Bay Health Medical Center (DE)",455938756.000001,480064444.51264,24125688.5126392,14882215.9800186,0.0279835676810024,0.972016432318998
"Bay Health Medical Center (DE)",518023939.000001,505921670.977817,-12102268.0221841,14882215.9800186,0.0279835676810024,0.972016432318998
"Bay Health Medical Center (DE)",568324817,533245032.963158,-35079784.0368423,14882215.9800186,0.0279835676810024,0.972016432318998
"Bay Health Medical Center (DE)",567106900.000001,562121642.959135,-4985257.04086554,14882215.9800186,0.0279835676810024,0.972016432318998
"Bay Health Medical Center (DE)",565841818,592644017.058417,26802199.0584172,14882215.9800186,0.0279835676810024,0.972016432318998
"Bay Health Medical Center (DE)",625990739,624910423.810884,-1080315.18911588,14882215.9800186,0.0279835676810024,0.972016432318998
"BayCare Health System (FL)",2267438000,2267437999.99931,-0.000692844390869141,96790756.5782062,0.0285260462675299,0.97147395373247
"BayCare Health System (FL)",2649322000,2626886989.9439,-22435010.0560985,96790756.5782062,0.0285260462675299,0.97147395373247
"BayCare Health System (FL)",3016098000,2893604277.71059,-122493722.289419,96790756.5782062,0.0285260462675299,0.97147395373247
"BayCare Health System (FL)",3089235000,3188776921.00554,99541921.0055346,96790756.5782062,0.0285260462675299,0.97147395373247
"BayCare Health System (FL)",3286624000,3515581946.11814,228957946.118141,96790756.5782062,0.0285260462675299,0.97147395373247
"BayCare Health System (FL)",3969837000,3877566356.56558,-92270643.4344182,96790756.5782062,0.0285260462675299,0.97147395373247
"BayCare Health System (FL)",4390528000,4278691946.85686,-111836053.14314,96790756.5782062,0.0285260462675299,0.97147395373247
"Baystate Health System, Inc. (MA)",1519803000,1519802999.99989,-0.000108003616333008,55139041.3045895,0.0268678030361528,0.973132196963847
"Baystate Health System, Inc. (MA)",1679359000,1636694726.29416,-42664273.7058368,55139041.3045895,0.0268678030361528,0.973132196963847
"Baystate Health System, Inc. (MA)",1737656000,1781296339.6348,43640339.6347964,55139041.3045895,0.0268678030361528,0.973132196963847
"Baystate Health System, Inc. (MA)",1857061000,1939328559.76129,82267559.7612946,55139041.3045895,0.0268678030361528,0.973132196963847
"Baystate Health System, Inc. (MA)",2182444000,2112097301.58675,-70346698.4132464,55139041.3045895,0.0268678030361528,0.973132196963847
"Baystate Health System, Inc. (MA)",2384361000,2301040956.84003,-83320043.1599631,55139041.3045895,0.0268678030361528,0.973132196963847
"Baystate Health System, Inc. (MA)",2444010000,2507744374.45688,63734374.456881,55139041.3045895,0.0268678030361528,0.973132196963847
"Beacon Health System (IN)",699731000.000001,699730999.99923,-0.00077056884765625,33152019.5625635,0.0358138781526565,0.964186121847343
"Beacon Health System (IN)",948298000,893505858.281699,-54792141.7183013,33152019.5625635,0.0358138781526565,0.964186121847343
"Beacon Health System (IN)",859856000.000001,911921583.964533,52065583.9645321,33152019.5625635,0.0358138781526565,0.964186121847343
"Beacon Health System (IN)",952444999.999998,930735664.2941,-21709335.7058982,33152019.5625635,0.0358138781526565,0.964186121847343
"Beacon Health System (IN)",890129000,949957104.518442,59828104.5184422,33152019.5625635,0.0358138781526565,0.964186121847343
"Beacon Health System (IN)",968643999.999999,969595121.87886,951121.878861308,33152019.5625635,0.0358138781526565,0.964186121847343
"Beacon Health System (IN)",1032377000,989659150.848862,-42717849.1511387,33152019.5625635,0.0358138781526565,0.964186121847343
"Beaumont Health System (MI)",2119820000,2119820000.00018,0.000180721282958984,299924249.627034,0.0970575274417298,0.90294247255827
"Beaumont Health System (MI)",2294337000,2070546311.41747,-223790688.582528,299924249.627034,0.0970575274417298,0.90294247255827
"Beaumont Health System (MI)",2333887000,2450206449.56865,116319449.56865,299924249.627034,0.0970575274417298,0.90294247255827
"Beaumont Health System (MI)",2306344000,2903315793.81401,596971793.814012,299924249.627034,0.0970575274417298,0.90294247255827
"Beaumont Health System (MI)",3983791000,3444801856.48939,-538989143.510618,299924249.627034,0.0970575274417298,0.90294247255827
"Beaumont Health System (MI)",4459210000,4092768005.3348,-366441994.665202,299924249.627034,0.0970575274417298,0.90294247255827
"Beaumont Health System (MI)",4612242000,4869198677.24804,256956677.248049,299924249.627034,0.0970575274417298,0.90294247255827
"Beebe Medical Center (DE)",254935358,254935357.999987,-1.26957893371582e-05,3890644.76342004,0.0120017829873568,0.987998217012643
"Beebe Medical Center (DE)",270842366,264329378.616331,-6512987.38366875,3890644.76342004,0.0120017829873568,0.987998217012643
"Beebe Medical Center (DE)",284860522,290350191.623056,5489669.62305522,3890644.76342004,0.0120017829873568,0.987998217012643
"Beebe Medical Center (DE)",318072266,319077531.439225,1005265.4392246,3890644.76342004,0.0120017829873568,0.987998217012643
"Beebe Medical Center (DE)",343982311,350807371.21731,6825060.21730947,3890644.76342004,0.0120017829873568,0.987998217012643
"Beebe Medical Center (DE)",387776919,385869576.026541,-1907342.97345918,3890644.76342004,0.0120017829873568,0.987998217012643
"Beebe Medical Center (DE)",430126140.999999,424631953.292789,-5494187.70721036,3890644.76342004,0.0120017829873568,0.987998217012643
"Beloit Health System (WI)",188086223,188086223.000016,1.67191028594971e-05,2869706.13203786,0.0133615820896687,0.986638417910331
"Beloit Health System (WI)",193748738,193024310.616469,-724427.383530647,2869706.13203786,0.0133615820896687,0.986638417910331
"Beloit Health System (WI)",198190397,203046812.918718,4856415.91871813,2869706.13203786,0.0133615820896687,0.986638417910331
